Product ID,Product Title,Product Type,Vendor,Product Tags,Primary Licensor
"435915444","Mom's Weekend Tank","Shirts > Tank tops","Alpha Phi (Private)","campaign_past_campaign, past_campaign_temp","Various"
"435980404","KAO Crush Tees","Shirts > Short sleeve t-shirts","Kappa Alpha Theta (Private)","campaign_past_campaign, past_campaign_temp","Kappa Alpha Theta"
"436037556","Alpha Phi Spring Break Tank","Shirts > Tank tops","Alpha Phi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Phi"
"436040132","Alpha Phi Cabo Hat","Headwear > Floppy hats","Alpha Phi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Phi"
"437625084","AXID Hamsa Tank","Shirts > Tank tops","Alpha Xi Delta","Alpha Xi Delta, RTS, Shirt","Alpha Xi Delta"
"437637620","Always AXO Tank","Shirts > Tank tops","Alpha Chi Omega","Alpha Chi Omega, blackfriday2016, Clearance Tank, Festival, HIDDENJUNE2017, RTS, saleFEB2017, SpringBreak2017, Tank","Alpha Chi Omega"
"437650020","DG Aztec Tank","Shirts > Tank tops","Delta Gamma","campaign_past_campaign, Delta Gamma, past_campaign_temp","Delta Gamma"
"437663292","AXiD Flowy Quill Tank","Shirts > Tank tops","Alpha Xi Delta","Alpha Xi Delta, bring back, RTS, Shirt, Tank","Alpha Xi Delta"
"437668396","DG Flag Tank","Shirts > Tank tops","Delta Gamma","America, Delta Gamma, RTS, Shirt, Tank, Trunk Show","Delta Gamma"
"437673908","DG Tie Dye Muscle Tank","Shirts > Tank tops","Delta Gamma","Clearance Tank, Delta Gamma, Muscle Tank, RTS, saleFEB2017, Shirt, Spring Break, SpringBreak2017, Tank, Trunk show","Delta Gamma"
"437715372","Phi Sig Boyfriend Flannel","Shirts > Button-up shirts","Phi Sigma Sigma","Flannel, made to order, Phi Sigma Sigma, Trunk show","Phi Sigma Sigma"
"437727676","Sigma Delta Tau Jogger Sweats","Pants > Sweatpants","Sigma Delta Tau","bottoms, Comfy, joggers, made to order, no sold out, Sigma Delta Tau, TSL FIT","Sigma Delta Tau"
"437739652","AXO Aztec Flowy Tee","Shirts > Short sleeve t-shirts","Alpha Chi Omega","Alpha Chi Omega, AXO Hidden, blackfriday2016, Clearance Bin, Clearance Tee, RTS, Spring Break, SpringBreak2017, Tee, Trunk Show","Alpha Chi Omega"
"437757324","Gamma Phi Beta Spirit Jersey","Shirts > Jerseys","Gamma Phi Beta","campaign_past_campaign, Gamma Phi Beta, past_campaign_temp","Gamma Phi Beta"
"437766792","PHI SIG TIE DYE POCKET TANK","Shirts > Tank tops","Phi Sigma Sigma","campaign_past_campaign, past_campaign_temp, Phi Sigma Sigma","Phi Sigma Sigma"
"437807824","Phi Sig American Girl Tank","Shirts > Tank tops","Phi Sigma Sigma","America, AMG RTS, blackfriday2016, Clearance Bin, Clearance Permanent, Clearance Tank, Phi Sigma Sigma, RTS, saleaug2016, saleFEB2017, Tank, Trunk show","Phi Sigma Sigma"
"437820020","Theta Yin-yang Muscle Tank","Shirts > Tank tops","Kappa Alpha Theta","campaign_past_campaign, Kappa Alpha Theta, past_campaign_temp","Kappa Alpha Theta"
"437823892","DG ADVENTURE TANK","Shirts > Tank tops","Delta Gamma","campaign_past_campaign, Delta Gamma, past_campaign_temp","Delta Gamma"
"437831092","GPHI Vintage Rose Tee","Shirts > Short sleeve t-shirts","Gamma Phi Beta","blackfriday2016, Clearance Bin, Clearance Tee, Festival, Gamma Phi Beta, RTS, saleaug2016, saleFEB2017, Tee","Gamma Phi Beta"
"437835752","Tri Delta Palms Tank","Shirts > Tank tops","Delta Delta Delta","Delta Delta Delta, Spring Break","Delta Delta Delta"
"437917208","AXO Disney Tee","Shirts > Short sleeve t-shirts","Alpha Chi Omega (Private)","campaign_past_campaign, past_campaign_temp","Alpha Chi Omega"
"437987344","Flowy V-Neck","Shirts > Short sleeve t-shirts","Kappa Alpha Theta (Private)","campaign_past_campaign, past_campaign_temp","Various"
"437994588","Alpha Phi Flannels","Shirts > Button-up shirts","Alpha Phi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Phi"
"438075992","KKG Owl tank","Shirts > Tank tops","Kappa Kappa Gamma","Kappa Kappa Gamma, RTS, saleaug2016, Shirt, Tank, Trunk Show","Kappa Kappa Gamma"
"438455768","Delta Gamma Cali Tanks","Shirts > Tank tops","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Delta Gamma"
"438465304","KAO Tank Dress","Apparel > Dresses","Kappa Alpha Theta (Private)","campaign_past_campaign, past_campaign_temp","Kappa Alpha Theta"
"438500544","Neon Yellow Theta Hat","Headwear > Billed hats","Kappa Alpha Theta (Private)","campaign_past_campaign, past_campaign_temp","Kappa Alpha Theta"
"438925616","Kappa Alpha Theta Bucket Hats","Headwear > Bucket hats","Kappa Alpha Theta (Private)","campaign_past_campaign, past_campaign_temp","Kappa Alpha Theta"
"439113904","Theta Roll Call Tanks","Shirts > Tank tops","Kappa Alpha Theta (Private)","campaign_past_campaign, past_campaign_temp","Kappa Alpha Theta"
"439263016","AEPHI Hamsa Tank","Shirts > Tank tops","Alpha Epsilon Phi","Alpha Epsilon Phi, blackfriday2016, Clearance Bin, Clearance Tank, Festival, RTS, saleFEB2017, Tank","Alpha Epsilon Phi"
"439342812","Don't Mess With Theta Tank","Shirts > Tank tops","Kappa Alpha Theta (Private)","campaign_past_campaign, past_campaign_temp","Kappa Alpha Theta"
"440069400","Wild and Free Tank","Shirts > Tank tops","The Social Life","General, RTS, Tank, Trunk Show","Various"
"440112052","AXO Vintage Hat","Headwear > Billed hats","Alpha Chi Omega (Private)","campaign_past_campaign, past_campaign_temp","Alpha Chi Omega"
"440162268","DG Red Cross Tank","Shirts > Tank tops","Delta Gamma","campaign_past_campaign, Delta Gamma, past_campaign_temp","Delta Gamma"
"440903912","ADPi Boyfriend Flannel","Shirts > Button-up shirts","Alpha Delta Pi","Alpha Delta Pi, Flannel, made to order","Alpha Delta Pi"
"442520468","Pi Phi Angel Tank","Shirts > Tank tops","Pi Beta Phi","bring back, Pi Beta Phi, RTS, saleaug2016, Tank, Trunk Show, valentines","Pi Beta Phi"
"442527752","Alpha Gam Boyfriend Flannel","Shirts > Button-up shirts","Alpha Gamma Delta","Alpha Gamma Delta, flannel, made to order","Alpha Gamma Delta"
"442541748","KAO Flag Tank","Shirts > Tank tops","Kappa Alpha Theta","America, Kappa Alpha Theta, RTS, saleaug2016, Shirt, Tank, Trunk Show","Kappa Alpha Theta"
"442544860","AXiD Flag Tank","Shirts > Tank tops","Alpha Xi Delta","Alpha Xi Delta, America, Clearance Bin, RTS, saleaug2016, Shirt, Tank","Alpha Xi Delta"
"442557968","Pi Phi - Drafting the Phinest","Shirts > Short sleeve t-shirts","Pi Beta Phi","campaign_past_campaign, past_campaign_temp, Pi Beta Phi","Pi Beta Phi"
"442582232","KD Flowy Scoop Neck Tank","Shirts > Tank tops","Kappa Delta","blackfriday2016, Clearance Tank, Kappa Delta, RTS, saleFEB2017, SpringBreak2017, Tank","Kappa Delta"
"442628656","Sigma Kappa Flowy Daisies Racerback","Shirts > Tank tops","Sigma Kappa","RTS, saleFEB2017, Sigma Kappa, SpringBreak2017","Sigma Kappa"
"442630920","AXiD Floral Whale Tank","Shirts > Tank tops","Alpha Xi Delta","Alpha Xi Delta, campaign_past_campaign, past_campaign_temp","Alpha Xi Delta"
"442632524","Quills and Roses Tank","Shirts > Tank tops","The Social Life","Alpha Xi Delta, campaign_past_campaign, General, past_campaign_temp","Alpha Xi Delta"
"442637524","XOXI V-Neck","Shirts > Short sleeve t-shirts","Alpha Xi Delta","Alpha Xi Delta, campaign_past_campaign, past_campaign_temp","Alpha Xi Delta"
"442640672","AOPi Boyfriend Flannel","Shirts > Button-up shirts","Alpha Omicron Pi","Alpha Omicron Pi, Flannel, made to order","Alpha Omicron Pi"
"442642728","SDT Boyfriend Flannel","Shirts > Button-up shirts","Sigma Delta Tau","Flannel, made to order, Sigma Delta Tau","Sigma Delta Tau"
"442645304","Phi Sig Floral Hat","Headwear > Billed hats","Phi Sigma Sigma","Hat, Headwear, Phi Sigma Sigma, RTS, Snapbacks, Spring Break","Phi Sigma Sigma"
"442690624","Caborado Spring Break Tank","Shirts > Tank tops","Kappa Alpha Theta (Private)","campaign_past_campaign, past_campaign_temp","Various"
"442697056","TKE Balmain Tee","Shirts > Short sleeve t-shirts","Tau Kappa Epsilon (Private)","campaign_past_campaign, past_campaign_temp","Tau Kappa Epsilon"
"442698700","TKE Balmain Women's Tank","Shirts > Tank tops","Tau Kappa Epsilon (Private)","campaign_past_campaign, past_campaign_temp","Tau Kappa Epsilon"
"442699676","TKE Southern California Tee","Shirts > Short sleeve t-shirts","Tau Kappa Epsilon (Private)","campaign_past_campaign, past_campaign_temp","Tau Kappa Epsilon"
"442700464","TKE Women's shorts","Apparel > Shorts","Tau Kappa Epsilon (Private)","campaign_past_campaign, past_campaign_temp","Tau Kappa Epsilon"
"442736660","Alpha Delta Pi Jersey","Shirts > Jerseys","Alpha Delta Pi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Delta Pi"
"442764972","Chi O Floral Tank","Shirts > Tank tops","Chi Omega","campaign_past_campaign, Chi Omega, past_campaign_temp","Chi Omega"
"442768736","DG V-Neck Spirit Jersey","Shirts > Jerseys","Delta Gamma","campaign_past_campaign, Delta Gamma, past_campaign_temp","Delta Gamma"
"442770372","Alpha Chi Omega at CSUF Flannel","Shirts > Button-up shirts","Alpha Chi Omega (Private)","campaign_past_campaign, past_campaign_temp","Alpha Chi Omega"
"442775248","America Spirit Jersey","Shirts > Jerseys","The Social Life","campaign_past_campaign, General, past_campaign_temp","Various"
"442776796","Alpha Xi Delta Spirit Jersey","Shirts > Jerseys","Alpha Xi Delta","Alpha Xi Delta, campaign_past_campaign, past_campaign_temp","Alpha Xi Delta"
"442777828","KAO Spirit Jersey","Shirts > Jerseys","Kappa Alpha Theta","campaign_past_campaign, Kappa Alpha Theta, past_campaign_temp","Kappa Alpha Theta"
"442778980","Alpha Chi Omega Spirit Jersey","Shirts > Jerseys","Alpha Chi Omega","Alpha Chi Omega, AXO Hidden, campaign_past_campaign, past_campaign_temp","Alpha Chi Omega"
"442781068","Kappa Kappa Gamma Spirit Jersey","Shirts > Jerseys","Kappa Kappa Gamma","campaign_past_campaign, Kappa Kappa Gamma, past_campaign_temp","Kappa Kappa Gamma"
"442782224","Chi Omega Spirit Jersey","Shirts > Jerseys","Chi Omega","campaign_past_campaign, Chi Omega, past_campaign_temp","Chi Omega"
"442787812","Tri Delta Spirit Jersey","Shirts > Jerseys","Delta Delta Delta","campaign_past_campaign, Delta Delta Delta, past_campaign_temp","Delta Delta Delta"
"442791732","Sigma Delta Tau Spirit Jersey","Shirts > Jerseys","Sigma Delta Tau","campaign_past_campaign, past_campaign_temp, Sigma Delta Tau","Sigma Delta Tau"
"442795752","AGD Spirit Jersey","Shirts > Jerseys","Alpha Gamma Delta","Alpha Gamma Delta, campaign_past_campaign, past_campaign_temp","Alpha Gamma Delta"
"442800356","Zeta Tau Alpha Spirit Jersey","Shirts > Jerseys","Zeta Tau Alpha","campaign_past_campaign, past_campaign_temp, Zeta Tau Alpha","Zeta Tau Alpha"
"442803364","Kappa Delta Spirit Jersey","Shirts > Jerseys","Kappa Delta","campaign_past_campaign, Kappa Delta, past_campaign_temp","Kappa Delta"
"442807584","Alpha Delta Pi Spirit Jersey","Shirts > Jerseys","Alpha Delta Pi","Alpha Delta Pi, campaign_past_campaign, past_campaign_temp","Alpha Delta Pi"
"442810644","Pi Beta Phi Spirit Jersey","Shirts > Jerseys","Pi Beta Phi","campaign_past_campaign, past_campaign_temp, Pi Beta Phi","Pi Beta Phi"
"442817988","Alpha Phi Spirit Jersey","Shirts > Jerseys","Alpha Phi","Alpha Phi, campaign_past_campaign, past_campaign_temp, Trunk Show Only","Alpha Phi"
"443366504","Chi Omega Owl Tank","Shirts > Tank tops","Chi Omega","campaign_past_campaign, Chi Omega, past_campaign_temp","Chi Omega"
"443377876","Chi O Boyfriend Pocket Tee","Shirts > Short sleeve t-shirts","Chi Omega","campaign_past_campaign, Chi Omega, past_campaign_temp","Chi Omega"
"443398432","Delta Pullover","Sweatshirts > Crewneck sweatshirts","Delta Delta Delta (Private)","campaign_past_campaign, past_campaign_temp","Various"
"443518640","Chi Omega Skull Tee","Shirts > Short sleeve t-shirts","Chi Omega","Chi Omega, Festival, RTS, Tee","Chi Omega"
"443551016","eXp Custom Pocket Tank","Shirts > Tank tops","TSL (Private)","campaign_past_campaign, past_campaign_temp","Various"
"443551704","Run EXP Muscle Tank","Shirts > Tank tops","TSL (Private)","campaign_past_campaign, past_campaign_temp","Various"
"443556880","Phi Sigma's Boyfriend Flannel","Shirts > Button-up shirts","Phi Sigma Sigma (Private)","campaign_past_campaign, past_campaign_temp","Various"
"443590832","Alpha Xi Delta Long Sleeve Pocekt Tee","Shirts > Long sleeve t-shirts","Alpha Xi Delta (Private)","campaign_past_campaign, past_campaign_temp","Alpha Xi Delta"
"443594812","AOPi at Purdue Flannel","Shirts > Button-up shirts","Alpha Omicron Pi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Omicron Pi"
"443596908","AXO Henley","Shirts > Short sleeve t-shirts","Alpha Chi Omega (Private)","campaign_past_campaign, past_campaign_temp","Alpha Chi Omega"
"444278160","ADPi Blood Drive","Shirts > Short sleeve t-shirts","Alpha Delta Pi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Delta Pi"
"444515964","DG Ariel Tank","Shirts > Tank tops","Delta Gamma","Delta Gamma, RTS","Delta Gamma"
"444565536","Chi Omega Colorado Crewneck","Sweatshirts > Crewneck sweatshirts","Chi Omega (Private)","campaign_past_campaign, past_campaign_temp","Chi Omega"
"445423328","Chi O Toast Bar Tank","Shirts > Tank tops","Chi Omega (Private)","campaign_past_campaign, past_campaign_temp","Chi Omega"
"445424100","Chi O Toast Bar Slouchy Tee","Shirts > Short sleeve t-shirts","Chi Omega (Private)","campaign_past_campaign, past_campaign_temp","Chi Omega"
"445426032","Chi O Toast Bar Long Sleeve","Shirts > Long sleeve t-shirts","Chi Omega (Private)","campaign_past_campaign, past_campaign_temp","Chi Omega"
"446082924","Arizona D & G","Shirts > Short sleeve t-shirts","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Various"
"446084460","Sigma Kappa SLO Flannel","Shirts > Button-up shirts","Sigma Kappa (Private)","campaign_past_campaign, past_campaign_temp","Sigma Kappa"
"446086632","SAC DG Vision V-Neck","Shirts > Short sleeve t-shirts","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Delta Gamma"
"447366400","KKG Vintage Ball Cap","Headwear > Billed hats","Kappa Kappa Gamma","bring back, Headwear, holiday flash, Kappa Kappa Gamma, RTS, stocking stuffer, Vintage hat","Kappa Kappa Gamma"
"447368840","DG Tank Dress","Apparel > Dresses","Delta Gamma","campaign_past_campaign, Delta Gamma, past_campaign_temp","Delta Gamma"
"447369916","Fine Like Wine Tank","Shirts > Tank tops","The Social Life","General, RTS, saleaug2016, Spring Break, Tank","Various"
"447370672","Envy The Ivy Boxy Tank","Shirts > Tank tops","Alpha Phi","Alpha Phi, campaign_past_campaign, past_campaign_temp","Alpha Phi"
"447372308","CHI O 95' Tank","Shirts > Tank tops","Chi Omega","AFLV, America, Chi Omega, Hid 170502, RTS, saleFEB2017, Tank","Chi Omega"
"447374996","APhi RayBan Tank","Shirts > Tank tops","Alpha Phi","Alpha Phi, campaign_past_campaign, past_campaign_temp","Alpha Phi"
"447468644","Harvard Alpha Phi Tank","Shirts > Tank tops","Alpha Phi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Phi"
"447485664","Phi Kappa Psi Tank","Shirts > Tank tops","Phi Kappa Psi (Private)","campaign_past_campaign, past_campaign_temp","Various"
"447494680","Chi Omega Rain Jacket","Outerwear > Jackets","Chi Omega","campaign_past_campaign, Chi Omega, past_campaign_temp","Chi Omega"
"447497604","Sig Delt Life & Liberty Tank","Shirts > Tank tops","Sigma Delta Tau","America, blackfriday2016, Clearance Bin, Clearance Permanent, Clearance Tank, RTS, saleFEB2017, Sigma Delta Tau, Tank","Sigma Delta Tau"
"447502476","Kappa Prada Racerback Tank","Shirts > Tank tops","Kappa Kappa Gamma","campaign_past_campaign, Kappa Kappa Gamma, past_campaign_temp","Kappa Kappa Gamma"
"447508032","Sigma Kappa Tank","Shirts > Tank tops","Sigma Kappa","campaign_past_campaign, past_campaign_temp, Sigma Kappa","Sigma Kappa"
"447512372","DG Nautical Tank","Shirts > Tank tops","Delta Gamma","campaign_past_campaign, Delta Gamma, past_campaign_temp","Delta Gamma"
"447515972","AXiD Tie Dye Muscle Tee","Shirts > Tank tops","Alpha Xi Delta","Alpha Xi Delta, bring back, Muscle Tank, RTS, Shirt, Tank","Alpha Xi Delta"
"447521720","AGD Floral Tank","Shirts > Tank tops","Alpha Gamma Delta","Alpha Gamma Delta, campaign_past_campaign, past_campaign_temp","Alpha Gamma Delta"
"447911616","ZTA Floral Snapback","Headwear > Billed hats","Zeta Tau Alpha","campaign_past_campaign, past_campaign_temp, Zeta Tau Alpha","Zeta Tau Alpha"
"447914896","Spartan Flannel","Shirts > Button-up shirts","Alpha Xi Delta (Private)","campaign_past_campaign, past_campaign_temp","Various"
"447934164","Sigma Chi Fundraiser","Professional services > Fundraising","Sigma Chi (Private)","campaign_past_campaign, past_campaign_temp","Sigma Chi"
"447953508","SDT Pink Floyd V-Neck Tank","Shirts > Tank tops","Sigma Delta Tau","Sigma Delta Tau","Sigma Delta Tau"
"447993508","Stay DG Muscle Tank","Shirts > Tank tops","Delta Gamma","campaign_past_campaign, Delta Gamma, past_campaign_temp","Delta Gamma"
"447995052","Chi Omega at Heart","Shirts > Short sleeve t-shirts","Chi Omega","campaign_past_campaign, Chi Omega, past_campaign_temp","Chi Omega"
"447995832","Alpha Chi Yin Yang","Shirts > Short sleeve t-shirts","Alpha Chi Omega","Alpha Chi Omega, AXO Hidden, campaign_past_campaign, past_campaign_temp","Alpha Chi Omega"
"448011628","DDD Dodgeball Tank","Shirts > Tank tops","Delta Delta Delta (Private)","campaign_past_campaign, past_campaign_temp","Delta Delta Delta"
"448019080","Tri Delta Spirit Shirt","Shirts > Short sleeve t-shirts","Delta Delta Delta (Private)","campaign_past_campaign, past_campaign_temp","Delta Delta Delta"
"448548524","Please Return - Big's Tank","Shirts > Tank tops","The Social Life","big little, Clearance Bin, Clearance Permanent, General, RTS, Tank","Various"
"448548884","Please Return - Little's Tank","Shirts > Tank tops","The Social Life","big little, Clearance Permanent, General, RTS, Tank","Various"
"448615092","DG Pullover Hoodie","Sweatshirts > Hooded sweatshirts","Delta Gamma","Comfy, Delta Gamma, Hoodie, RTS","Delta Gamma"
"449131408","But First, ChiO Slouchy Tee","Shirts > Short sleeve t-shirts","Chi Omega (Private)","campaign_past_campaign, past_campaign_temp","Chi Omega"
"449131576","Chi Omega Tank Dress","Apparel > Dresses","Chi Omega (Private)","campaign_past_campaign, past_campaign_temp","Chi Omega"
"449132832","DG Mother's Day Long Sleeve","Shirts > Long sleeve t-shirts","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Delta Gamma"
"449133400","DG Mother's Day Quarter Zip","Sweatshirts > 1/4 zip sweatshirts","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Delta Gamma"
"449133712","DG Mother's Day V Neck","Shirts > Short sleeve t-shirts","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Delta Gamma"
"449133948","DG Mother's Day Hat","Headwear > Billed hats","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Delta Gamma"
"449598184","DG Graduation Sash","Apparel > Sashes","Delta Gamma","campaign_past_campaign, Delta Gamma, past_campaign_temp, Sash","Delta Gamma"
"450127804","KAPPA Crewneck","Sweatshirts > Crewneck sweatshirts","Kappa Kappa Gamma","campaign_past_campaign, Kappa Kappa Gamma, past_campaign_temp","Kappa Kappa Gamma"
"450128308","KKG Aspiring to Be Tank","Shirts > Tank tops","Kappa Kappa Gamma","campaign_past_campaign, Kappa Kappa Gamma, past_campaign_temp","Kappa Kappa Gamma"
"450128908","Namast'ay Tee","Shirts > Short sleeve t-shirts","The Social Life","Clearance Tee, Comfy, General, RTS, saleaug2016, saleFEB2017, Tee","Various"
"450132488","AXO Pineapple Tank","Shirts > Tank tops","Alpha Chi Omega","Alpha Chi Omega, AXO Hidden, Hid 170502, RTS, Spring Break, Tank, Tee","Alpha Chi Omega"
"450135896","AXO Obey Tank","Shirts > Tank tops","Alpha Chi Omega","Alpha Chi Omega, bring back, Festival, RTS, Tank, Tee","Alpha Chi Omega"
"450410240","Theta Spirit Jersey","Shirts > Jerseys","Kappa Alpha Theta (Private)","campaign_past_campaign, past_campaign_temp","Kappa Alpha Theta"
"450413056","Spade Party Tank","Shirts > Tank tops","The Social Life","All, campaign_past_campaign, General, past_campaign_temp","Various"
"450413688","Spade Party Flowy Tee","Shirts > Short sleeve t-shirts","The Social Life","All, campaign_past_campaign, General, past_campaign_temp","Various"
"450416228","DG Lifeguard Tank","Shirts > Tank tops","Delta Gamma","campaign_past_campaign, Delta Gamma, past_campaign_temp","Delta Gamma"
"450418552","Tri Delta Boyfriend Flannel","Shirts > Button-up shirts","Delta Delta Delta","Delta Delta Delta, Flannel, made to order, Shirt","Delta Delta Delta"
"450419864","DZ Pineapple Tank","Shirts > Tank tops","Delta Zeta","Clearance Tank, Delta Zeta, HIDDENJUNE2017, RTS, Spring Break, SpringBreak2017, Tank","Delta Zeta"
"450424656","AGD Yin Yang Tank","Shirts > Tank tops","Alpha Gamma Delta","Alpha Gamma Delta, Clearance Bin, Clearance Tank, HIDDENAUG2017, RTS, saleFEB2017, SpringBreak2017, Tank","Alpha Gamma Delta"
"450428752","ADPi Graduation Sash","Apparel > Sashes","Alpha Delta Pi","Alpha Delta Pi, campaign_past_campaign, past_campaign_temp, Sash","Alpha Delta Pi"
"450460912","AXiD Floral Slouchy Tee","Shirts > Short sleeve t-shirts","Alpha Xi Delta","Alpha Xi Delta, RTS, Shirt, Tee","Alpha Xi Delta"
"450465024","XO Fanny Pack","Bags > Fanny packs","Chi Omega","Accessories, Chi Omega, Spring Break","Chi Omega"
"450479336","DG Crest Crewneck","Sweatshirts > Crewneck sweatshirts","Delta Gamma","campaign_past_campaign, Delta Gamma, past_campaign_temp","Delta Gamma"
"450562828","Alpha Xi American Heart Tank","Shirts > Tank tops","Alpha Xi Delta","Alpha Xi Delta, campaign_past_campaign, past_campaign_temp","Alpha Xi Delta"
"450564076","Chi O Skulls & Owls Tee","Shirts > Short sleeve t-shirts","Chi Omega","bring back, Chi Omega, RTS, Tee","Chi Omega"
"450701052","Tri Delta Classic Tank","Shirts > Tank tops","Delta Delta Delta","Delta Delta Delta, RTS, Shirt, Tank","Delta Delta Delta"
"450706344","Phi Mu #Flawless","Shirts > Short sleeve t-shirts","Phi Mu","blackfriday2016, Clearance Bin, Clearance Tank, Muscle Tank, Phi Mu, RTS, saleFEB2017, Tank","Phi Mu"
"450718124","DG Classic Flowy Tee","Shirts > Short sleeve t-shirts","Delta Gamma","campaign_past_campaign, Delta Gamma, past_campaign_temp","Delta Gamma"
"451084160","APHI SDSU - Obey","Shirts > Short sleeve t-shirts","Alpha Phi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Phi"
"451088880","APHI Obey Bro Tank","Shirts > Tank tops","Alpha Phi","Alpha Phi, bring back, RTS, Shirt, Tank","Alpha Phi"
"451117112","Tri Delta Perfume Bottle Tank","Shirts > Tank tops","Delta Delta Delta","campaign_past_campaign, Delta Delta Delta, past_campaign_temp","Delta Delta Delta"
"451118040","AGD Perfume Racerback","Shirts > Tank tops","Alpha Gamma Delta","Alpha Gamma Delta, campaign_past_campaign, past_campaign_temp","Alpha Gamma Delta"
"451209616","Team Zoe Tees","Shirts > Short sleeve t-shirts","Alpha Phi (Private)","campaign_past_campaign, past_campaign_temp","Various"
"451309432","Senior Bar Crawl","Shirts > Short sleeve t-shirts","The Social Life","campaign_past_campaign, General, past_campaign_temp","Various"
"451315268","Sigma Kappa Boyfriend Flannel","Shirts > Button-up shirts","Sigma Kappa","Flannel, made to order, Sigma Kappa","Sigma Kappa"
"451747328","Alpha Phi x Pike Spring Fling V-Neck","Shirts > Short sleeve t-shirts","Alpha Phi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Phi"
"451751752","Alpha Phi x Pike Spring Fling Crewneck Tee","Shirts > Short sleeve t-shirts","Alpha Phi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Phi"
"451764560","DG Anchor Bowl Tank","Shirts > Tank tops","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Delta Gamma"
"451838368","TSL & The Best Things Tank","Shirts > Tank tops","The Social Life","AMG RTS, General, RTS, Trunk Show","Various"
"452121304","SDT Pizza Tank","Shirts > Tank tops","Sigma Delta Tau (Private)","campaign_past_campaign, past_campaign_temp","Sigma Delta Tau"
"452127296","Phi Mu Johns Hopkins Tank","Shirts > Tank tops","Phi Mu (Private)","campaign_past_campaign, past_campaign_temp","Phi Mu"
"452155408","KKG x ASU Spirit Jersey","Shirts > Jerseys","Kappa Kappa Gamma (Private)","campaign_past_campaign, past_campaign_temp","Kappa Kappa Gamma"
"452246420","Kappa Denim Jacket","Outerwear > Jackets","Kappa Kappa Gamma (Private)","campaign_past_campaign, past_campaign_temp","Various"
"452246688","KKG Jansport Backpack","Bags > Backpacks","Kappa Kappa Gamma (Private)","campaign_past_campaign, past_campaign_temp","Kappa Kappa Gamma"
"452247312","Kappa Camelbak","Water bottles > Plastic water bottles","Kappa Kappa Gamma (Private)","campaign_past_campaign, past_campaign_temp","Various"
"452251632","KKG Camo Cap","Headwear > Billed hats","Kappa Kappa Gamma (Private)","campaign_past_campaign, past_campaign_temp","Kappa Kappa Gamma"
"452252796","Kappagonia Long Sleeve","Shirts > Long sleeve t-shirts","Kappa Kappa Gamma (Private)","campaign_past_campaign, past_campaign_temp","Various"
"452253328","KKG USC Boyfriend Flannel","Shirts > Button-up shirts","Kappa Kappa Gamma (Private)","campaign_past_campaign, past_campaign_temp","Kappa Kappa Gamma"
"452371148","Kappa Key Boyfriend Flannel","Shirts > Button-up shirts","Kappa Kappa Gamma","Flannel, Kappa Kappa Gamma, RTS, Trunk Show","Kappa Kappa Gamma"
"452377312","KKG Floral Snapback","Headwear > Billed hats","Kappa Kappa Gamma","Hat, Headwear, Kappa Kappa Gamma, RTS, Snapbacks, Spring Break","Kappa Kappa Gamma"
"452377540","Pi Phi Floral Snapback","Headwear > Billed hats","Pi Beta Phi","Hat, Headwear, Pi Beta Phi, RTS, Snapbacks, Spring Break","Pi Beta Phi"
"452380412","GPHI Floral Snapback","Headwear > Billed hats","Gamma Phi Beta","Gamma Phi Beta, Hat, Headwear, RTS, Snapbacks, Spring Break","Gamma Phi Beta"
"452380556","Theta Floral Snapback","Headwear > Billed hats","Kappa Alpha Theta","Kappa Alpha Theta, RTS, Snapbacks, Spring Break","Kappa Alpha Theta"
"453025244","Kite Invite Tee","Shirts > Short sleeve t-shirts","Kappa Alpha Theta (Private)","campaign_past_campaign, past_campaign_temp","Various"
"453026312","Kite Invite Tank","Shirts > Tank tops","Kappa Alpha Theta (Private)","campaign_past_campaign, past_campaign_temp","Various"
"453697648","HP Wizard Tank","Shirts > Tank tops","The Social Life","campaign_past_campaign, General, past_campaign_temp","Various"
"453698692","Pizza + DG Muscle Tank","Shirts > Tank tops","Delta Gamma","campaign_past_campaign, Delta Gamma, past_campaign_temp","Delta Gamma"
"453699120","DG Mandala Fanny Pack","Bags > Fanny packs","Delta Gamma","Accessories, Delta Gamma","Delta Gamma"
